0,0,0,0,0.164133739,-0.124620061,-0.006079027,0.273556231,-0.26443769,-0.036474164,0.340425532,-0.407294833,-0.063829787,0.392097264,-0.519756839,-0.097264438,0.164133739,-0.422492401,-0.100303951,0.209726444,-0.659574468,-0.151975684,0.221884498,-0.799392097,-0.17325228,0.221884498,-0.905775076,-0.185410334,0.045592705,-0.434650456,-0.127659574,0.039513678,-0.714285714,-0.185410334,0.027355623,-0.881458967,-0.212765957,0.015197568,-1,-0.23100304,-0.072948328,-0.410334347,-0.14893617,-0.094224924,-0.668693009,-0.203647416,-0.103343465,-0.82674772,-0.23100304,-0.106382979,-0.94224924,-0.249240122,-0.182370821,-0.358662614,-0.167173252,-0.23100304,-0.553191489,-0.218844985,-0.261398176,-0.671732523,-0.237082067,-0.279635258,-0.772036474,-0.246200608
0,0,0,0,0.163580247,-0.12345679,0,0.268518519,-0.262345679,-0.027777778,0.339506173,-0.401234568,-0.055555556,0.398148148,-0.512345679,-0.092592593,0.169753086,-0.435185185,-0.098765432,0.197530864,-0.660493827,-0.151234568,0.206790123,-0.799382716,-0.179012346,0.206790123,-0.907407407,-0.197530864,0.061728395,-0.441358025,-0.132716049,0.043209877,-0.716049383,-0.188271605,0.027777778,-0.87654321,-0.219135802,0.012345679,-1,-0.237654321,-0.055555556,-0.410493827,-0.160493827,-0.077160494,-0.663580247,-0.212962963,-0.089506173,-0.820987654,-0.24691358,-0.095679012,-0.944444444,-0.265432099,-0.172839506,-0.354938272,-0.182098765,-0.219135802,-0.552469136,-0.237654321,-0.240740741,-0.672839506,-0.259259259,-0.25617284,-0.780864198,-0.271604938
0,0,0,0,0.158878505,-0.121495327,0.040498442,0.239875389,-0.264797508,0.040498442,0.295950156,-0.401869159,0.037383178,0.339563863,-0.501557632,0.024922118,0.161993769,-0.439252336,-0.059190031,0.186915888,-0.666666667,-0.096573209,0.186915888,-0.800623053,-0.112149533,0.180685358,-0.903426791,-0.118380062,0.062305296,-0.442367601,-0.102803738,0.043613707,-0.719626168,-0.158878505,0.024922118,-0.881619938,-0.180685358,0.00623053,-1,-0.193146417,-0.043613707,-0.411214953,-0.137071651,-0.068535826,-0.672897196,-0.196261682,-0.087227414,-0.828660436,-0.224299065,-0.099688474,-0.947040498,-0.242990654,-0.15576324,-0.345794393,-0.165109034,-0.202492212,-0.551401869,-0.22741433,-0.22741433,-0.676012461,-0.255451713,-0.246105919,-0.788161994,-0.271028037
0,0,0,0,0.151419558,-0.123028391,0.025236593,0.242902208,-0.264984227,0.018927445,0.293375394,-0.394321767,0.003154574,0.337539432,-0.492113565,-0.015772871,0.167192429,-0.43533123,-0.059936909,0.189274448,-0.665615142,-0.104100946,0.192429022,-0.80126183,-0.123028391,0.186119874,-0.905362776,-0.135646688,0.069400631,-0.438485804,-0.104100946,0.05362776,-0.716088328,-0.157728707,0.034700315,-0.880126183,-0.1829653,0.015772871,-1,-0.19873817,-0.03785489,-0.406940063,-0.141955836,-0.056782334,-0.67192429,-0.19873817,-0.072555205,-0.832807571,-0.230283912,-0.085173502,-0.952681388,-0.246056782,-0.151419558,-0.347003155,-0.173501577,-0.195583596,-0.548895899,-0.233438486,-0.220820189,-0.678233438,-0.258675079,-0.239747634,-0.791798107,-0.271293375
0,0,0,0,0.148734177,-0.126582278,0.037974684,0.234177215,-0.265822785,0.037974684,0.28164557,-0.398734177,0.034810127,0.32278481,-0.496835443,0.018987342,0.170886076,-0.436708861,-0.047468354,0.186708861,-0.667721519,-0.085443038,0.183544304,-0.803797468,-0.101265823,0.174050633,-0.905063291,-0.107594937,0.075949367,-0.443037975,-0.094936709,0.053797468,-0.71835443,-0.142405063,0.03164557,-0.882911392,-0.161392405,0.015822785,-1,-0.174050633,-0.028481013,-0.414556962,-0.129746835,-0.050632911,-0.680379747,-0.180379747,-0.069620253,-0.838607595,-0.208860759,-0.082278481,-0.955696203,-0.224683544,-0.142405063,-0.360759494,-0.158227848,-0.183544304,-0.560126582,-0.21835443,-0.208860759,-0.683544304,-0.243670886,-0.224683544,-0.794303797,-0.253164557
0,0,0,0,0.145962733,-0.124223602,0.055900621,0.239130435,-0.282608696,0.059006211,0.295031056,-0.419254658,0.055900621,0.335403727,-0.527950311,0.040372671,0.229813665,-0.406832298,-0.080745342,0.251552795,-0.667701863,-0.130434783,0.245341615,-0.813664596,-0.142857143,0.229813665,-0.922360248,-0.145962733,0.145962733,-0.397515528,-0.133540373,0.152173913,-0.698757764,-0.186335404,0.139751553,-0.872670807,-0.201863354,0.118012422,-1,-0.211180124,0.034161491,-0.372670807,-0.173913043,0.043478261,-0.655279503,-0.223602484,0.040372671,-0.822981366,-0.245341615,0.037267081,-0.950310559,-0.257763975,-0.096273292,-0.335403727,-0.204968944,-0.118012422,-0.549689441,-0.254658385,-0.133540373,-0.673913043,-0.273291925,-0.145962733,-0.782608696,-0.282608696
0,0,0,0,0.147692308,-0.16,0.061538462,0.224615385,-0.332307692,0.049230769,0.227692308,-0.489230769,0.027692308,0.190769231,-0.6,0,0.24,-0.409230769,-0.092307692,0.258461538,-0.673846154,-0.153846154,0.227692308,-0.818461538,-0.175384615,0.187692308,-0.92,-0.181538462,0.141538462,-0.396923077,-0.156923077,0.156923077,-0.707692308,-0.212307692,0.123076923,-0.88,-0.227692308,0.083076923,-1,-0.236923077,0.024615385,-0.372307692,-0.206153846,0.018461538,-0.670769231,-0.255384615,-0.012307692,-0.836923077,-0.270769231,-0.043076923,-0.96,-0.283076923,-0.107692308,-0.335384615,-0.246153846,-0.141538462,-0.563076923,-0.289230769,-0.169230769,-0.689230769,-0.301538462,-0.193846154,-0.796923077,-0.304615385
0,0,0,0,0.174454829,-0.115264798,0.009345794,0.289719626,-0.271028037,-0.018691589,0.355140187,-0.426791277,-0.046728972,0.401869159,-0.554517134,-0.087227414,0.218068536,-0.380062305,-0.152647975,0.246105919,-0.657320872,-0.214953271,0.236760125,-0.813084112,-0.230529595,0.218068536,-0.92211838,-0.23364486,0.093457944,-0.373831776,-0.190031153,0.099688474,-0.697819315,-0.261682243,0.087227414,-0.878504673,-0.280373832,0.07165109,-1,-0.286604361,-0.034267913,-0.355140187,-0.214953271,-0.043613707,-0.657320872,-0.274143302,-0.049844237,-0.828660436,-0.292834891,-0.052959502,-0.950155763,-0.299065421,-0.165109034,-0.317757009,-0.23364486,-0.211838006,-0.551401869,-0.286604361,-0.22741433,-0.685358255,-0.302180685,-0.23364486,-0.797507788,-0.30529595
0,0,0,0,0.163522013,-0.122641509,0.028301887,0.270440252,-0.298742138,0.018867925,0.301886792,-0.462264151,0.012578616,0.308176101,-0.594339623,0,0.22327044,-0.377358491,-0.116352201,0.179245283,-0.669811321,-0.169811321,0.15408805,-0.814465409,-0.182389937,0.128930818,-0.921383648,-0.182389937,0.103773585,-0.36163522,-0.157232704,0.06918239,-0.694968553,-0.213836478,0.053459119,-0.874213836,-0.226415094,0.040880503,-1,-0.232704403,-0.018867925,-0.34591195,-0.185534591,-0.028301887,-0.660377358,-0.235849057,-0.025157233,-0.827044025,-0.251572327,-0.01572327,-0.949685535,-0.254716981,-0.147798742,-0.317610063,-0.20754717,-0.144654088,-0.562893082,-0.257861635,-0.122641509,-0.685534591,-0.270440252,-0.094339623,-0.786163522,-0.270440252
0,0,0,0,0.168253968,-0.126984127,0.022222222,0.279365079,-0.301587302,0,0.326984127,-0.46031746,-0.019047619,0.377777778,-0.571428571,-0.050793651,0.219047619,-0.380952381,-0.142857143,0.203174603,-0.66984127,-0.203174603,0.177777778,-0.819047619,-0.222222222,0.152380952,-0.926984127,-0.225396825,0.101587302,-0.368253968,-0.184126984,0.082539683,-0.698412698,-0.250793651,0.066666667,-0.876190476,-0.266666667,0.053968254,-1,-0.273015873,-0.022222222,-0.346031746,-0.212698413,-0.041269841,-0.66031746,-0.26984127,-0.047619048,-0.831746032,-0.282539683,-0.044444444,-0.952380952,-0.288888889,-0.152380952,-0.314285714,-0.234920635,-0.168253968,-0.561904762,-0.285714286,-0.161904762,-0.695238095,-0.298412698,-0.146031746,-0.803174603,-0.301587302
